name,city,state,website,num_of_children,children_properties
Love's Hospitality LLC,Oklahoma City,Oklahoma,https://www.hospitalityonline.com/loves-hospitality/locations,16,https://www.loves.com/en/loves-solutions/hotels
Hotel Management Group,Boca Raton,Florida,https://www.hospitalityonline.com/hotel-management-group/locations,4,http://www.plazahotelsuites.com
Viceroy Hotel Group,West Hollywood,California,https://www.hospitalityonline.com/viceroy/locations,8,http://www.viceroyhotelgroup.com
Harkins Theaters,Scottsdale,Arizona,https://www.hospitalityonline.com/harkins-theaters/locations,1,http://www.harkinstheatres.com/
Instinct Hotels & Resorts,Honolulu,Hawaii,https://www.hospitalityonline.com/instinct/locations,3,https://www.aquaaston.com/instinct
Frontier Hotels Management Group,Tulsa,Oklahoma,https://www.hospitalityonline.com/employers/213526/locations,3,http://www.FrontierHotels.com
Advance Management & Investment LLC,Kingman,Arizona,https://www.hospitalityonline.com/ami-pcm/locations,12,http://www.ami-pcm.com
EverQuest Recruiting,Short Hills,New Jersey,https://www.hospitalityonline.com/everquest-recruiting/locations,19,http://www.everquestrecruiting.com/
Janko Hospitality,Downers Grove,Illinois,https://www.hospitalityonline.com/janko-hospitality/locations,11,http://www.jankohotels.com
Goff & Associates,Little Rock,Arkansas,https://www.hospitalityonline.com/employers/206619/locations,3,http://www.holiday-inn.com/lit-west
Princess Alaska Lodges,Seattle,Washington,https://www.hospitalityonline.com/employers/207903/locations,5,http://www.princesslodges.com
White Lotus Group,Omaha,Nebraska,https://www.hospitalityonline.com/employers/264364/locations,2,http://www.whitelotusgroup.com
Pelican Brewing Company,Pacific City,Oregon,https://www.hospitalityonline.com/pelican-brewing-company/locations,3,https://pelicanbrewing.com
Boyne Resorts,Petoskey,Michigan,https://www.hospitalityonline.com/boyne-resorts/locations,11,http://www.boyneresorts.com
King and Grove Hotels,New York,New York,https://www.hospitalityonline.com/employers/232891/locations,2,http://www.kingandgrove.com
Coral Hospitality,Naples,Florida,https://www.hospitalityonline.com/coral-hospitality/locations,8,http://www.coralhospitality.com/
Fitzpatrick Hotel Group,New York,New York,https://www.hospitalityonline.com/fitzpatrick-hotel-group/locations,2,https://www.fitzpatrickhotels.com
Pineapple Hospitality Company,Bellevue,Washington,https://www.hospitalityonline.com/pineapple-hospitality/locations,10,http://www.staypineapple.com
Wisco Hotel Group,Madison,Wisconsin,https://www.hospitalityonline.com/wisco-hotel-group/locations,12,http://www.wiscohotels.com/
enVision Hotels,Needham Heights,Massachusetts,https://www.hospitalityonline.com/envision-hotels/locations,4,http://envisionhotels.com
Santee Management Inc.,Santee,South Carolina,https://www.hospitalityonline.com/santee-management/locations,2,http://www.santeemgt.com
Caerus Hospitality Partners,San Antonio,Texas,https://www.hospitalityonline.com/caerus/locations,5,http://caerushospitality.com/index.htm
Chartwell Hotels,Bedford,New Hampshire,https://www.hospitalityonline.com/employers/243594/locations,9,http://www.chartwellhotels.com
Charles Group Hotels,Miami Beach,Florida,https://www.hospitalityonline.com/charles-group/locations,2,http://CharlesGroupHotels.net
Musselman Hotels,Louisville,Kentucky,https://www.hospitalityonline.com/musselman-hotels/locations,12,https://musselmanhotels.com
"American Hospitality Management, Inc.",Cheboygan,Michigan,https://www.hospitalityonline.com/american-hospitality/locations,26,http://www.ahm-hotels.com
Vista Property Management,Binghamton,New York,https://www.hospitalityonline.com/vista-property-management/locations,6,https://www.vistapropertymanagement.com/careers.html
"Pacific Hotel Management, LLC",San Mateo,California,https://www.hospitalityonline.com/pacific-hotel-management/locations,8,http://www.phmhotels.com
Wischermann Partners,Bloomington,Minnesota,https://www.hospitalityonline.com/wischermann-partners/locations,9,http://www.wischermannpartners.com
Ruchi  Enterprises,Voorhees,New Jersey,https://www.hospitalityonline.com/employers/212433/locations,2,http://www.ruchienterprises.com
HDG Hotel Development & Management Group,Ocala,Florida,https://www.hospitalityonline.com/hdg-hotels/locations,16,http://hdghotels.com
Chesterfield Hotels Inc.,Chesterfield,Missouri,https://www.hospitalityonline.com/chesterfield/locations,5,http://chesterfieldhotels.net
LTS Hospitality Management,Louisville,Kentucky,https://www.hospitalityonline.com/lts-hospitality/locations,9,http://www.ltshospitality.com/index.html
North Point Hospitality,Atlanta,Georgia,https://www.hospitalityonline.com/north-point/locations,11,https://northpointhospitality.com/
Natural Retreats,Charlottesville,Virginia,https://www.hospitalityonline.com/natural-retreats/locations,7,http://www.naturalretreats.com
Morenci,Morenci,Arizona,https://www.hospitalityonline.com/morenci/locations,1,http://www.morencitown.com
Nath Companies,Bloomington,Minnesota,https://www.hospitalityonline.com/nath-companies/locations,3,https://nathcompanies.com
Texas Hotel Management,Bryan,Texas,https://www.hospitalityonline.com/texas-hotel-management/locations,7,http://www.texashotelmanagement.com
Equinox Hospitality,San Francisco,California,https://www.hospitalityonline.com/equinox-hospitality/locations,2,http://www.equinoxhotels.com
Sterling Hospitality,Spokane,Washington,https://www.hospitalityonline.com/sterling-hospitality/locations,11,http://www.impressguest.com
Texas Health Resources,Arlington,Texas,https://www.hospitalityonline.com/texas-health-resources/locations,1,https://www.texashealth.org/Pages/Home.aspx
KWB Hotels,Sioux Falls,South Dakota,https://www.hospitalityonline.com/kwb-hotels/locations,7,https://kwbhotels.com/
"PCH Hotels & Resorts, Inc.",Mobile,Alabama,https://www.hospitalityonline.com/pch-hotels/locations,8,http://www.pchresortscareers.com
"Premier Resorts & Management, Inc.",Ormond Beach,Florida,https://www.hospitalityonline.com/premier-resorts-management-inc/locations,8,http://prmhotels.com
Schahet Hotels,Indianapolis,Indiana,https://www.hospitalityonline.com/schahet-hotels/locations,8,http://www.schahethotels.com
"Sydell Group, LLC",New York,New York,https://www.hospitalityonline.com/sydell-group-llc/locations,13,http://www.sydellgroup.com
Trust Hospitality,Coral Gables,Florida,https://www.hospitalityonline.com/trust-hospitality/locations,17,http://www.trusthospitality.com
Lore Group,New York,New York,https://www.hospitalityonline.com/employers/281378/locations,1,https://loregroup.com
Turning Stone Resort Casino,Verona,New York,https://www.hospitalityonline.com/turning-stone-resort-casino/locations,2,http://www.turningstone.com
Ridgemont Hospitality,Oakland,California,https://www.hospitalityonline.com/ridgemont-hospitality/locations,6,http://ridgemonthospitality.com/About.html
Innkeeper Hospitality,Saint Louis,Missouri,https://www.hospitalityonline.com/innkeeper-hospitality/locations,5,http://www.innkeeperhs.com
Gourmet Caterers,Boston,Massachusetts,https://www.hospitalityonline.com/gourmet-caterers-boston/locations,3,http://www.gourmetcaterers.com
Exhale Enterprises,New York,New York,https://www.hospitalityonline.com/exhale-enterprises/locations,14,https://www.exhalespa.com/
JSK Hospitality,South Bend,Indiana,https://www.hospitalityonline.com/jsk-hospitality/locations,10,http://www.jskhotels.com
Four Seasons Group,Lake Ozark,Missouri,https://www.hospitalityonline.com/employers/211026/locations,3,http://www.4seasonsresort.com
The Commoner,Pittsburgh,Pennsylvania,https://www.hospitalityonline.com/the-commoner/locations,1,http://www.thecommonerpgh.com
The Genuine Hospitality Group,Miami,Florida,https://www.hospitalityonline.com/genuine-hospitality-group/locations,11,https://thegenuinekitchen.com
Texas Western Hospitality,Dallas,Texas,https://www.hospitalityonline.com/texas-western-hospitality/locations,32,http://www.twhospitality.com
Radius Hospitality Group,Canton,Ohio,https://www.hospitalityonline.com/radius-hospitality/locations,11,http://www.radiushospitalitygroup.com
SG Companies,Southfield,Michigan,https://www.hospitalityonline.com/sg-companies/locations,4,http://www.sg-companies.com
Millennium Hotels and Resorts,New York,New York,https://www.hospitalityonline.com/millennium-hotels-and-resorts/locations,14,https://www.millenniumhotels.com/en/
TriMax Hospitality,Caroline,Wisconsin,https://www.hospitalityonline.com/trimax-hospitality/locations,5,https://www.trimaxhospitality.com/
Howard Hughes Corporation,Dallas,Texas,https://www.hospitalityonline.com/howard-hughes/locations,8,http://www.howardhughes.com
AD1 Global,Hollywood,Florida,https://www.hospitalityonline.com/ad1-global/locations,17,http://ad1global.com/
Korman Communities,Plymouth Meeting,Pennsylvania,https://www.hospitalityonline.com/korman-communities/locations,2,http://www.kormancommunities.com/index.html
Avalon Hospitality Group,San Diego,California,https://www.hospitalityonline.com/avalon-hospitality-group/locations,10,https://www.avalonhospitalitygroup.com
Guests Incorporated,Strasburg,Virginia,https://www.hospitalityonline.com/guests-incorporated/locations,6,http://guestsinc.com
Encore Hospitality,Dallas,Texas,https://www.hospitalityonline.com/encore-hospitality/locations,5,http://encore.bz
Midas Hospitality,Saint Louis,Missouri,https://www.hospitalityonline.com/midas-hospitality/locations,37,http://www.midashospitality.com
Mammoth Resorts,Mammoth Lakes,California,https://www.hospitalityonline.com/mammoth-resorts/locations,9,https://www.mammothresorts.com
PRG Hospitality Group,Santa Monica,California,https://www.hospitalityonline.com/prg-investment/locations,8,https://www.prghospitalitygroup.com/
Spectrum Retirement Communities,Denver,Colorado,https://www.hospitalityonline.com/spectrum/locations,49,https://www.spectrumretirement.com
Propel Management,San Antonio,Texas,https://www.hospitalityonline.com/propel-management/locations,5,http://www.propelcompanies.com
Strand Hospitality Services,Myrtle Beach,South Carolina,https://www.hospitalityonline.com/strand/locations,26,http://www.strandhospitality.com
Nu Vieux Hospitality,Baton Rouge,Louisiana,https://www.hospitalityonline.com/nu-vieux-hospitality/locations,1,http://www.nuvieux.com
BlueStar Resort & Golf,Scottsdale,Arizona,https://www.hospitalityonline.com/bluestar-resort-golf/locations,1,http://www.bluestargolf.com
Presidian Hotels & Resorts,San Antonio,Texas,https://www.hospitalityonline.com/presidian/locations,6,http://Presidian.com
"Pacific Plaza Hotels, Inc.",Alameda,California,https://www.hospitalityonline.com/pacific-plaza-hotels/locations,8,http://www.pacificplazahotels.com
Kimpton Goodland,Goleta,California,https://www.hospitalityonline.com/kimpton-goodland/locations,1,https://www.thegoodland.com
Fortuna Realty Group,New York,New York,https://www.hospitalityonline.com/fortuna/locations,6,http://fortunarealtygroup.com/
Cornerstone Hospitality,Williamsburg,Virginia,https://www.hospitalityonline.com/cornerstone-hospitality/locations,9,http://www.CornerstoneHospitality.com
Phoenix American Hospitality,Dallas,Texas,https://www.hospitalityonline.com/phoenix-american-hospitality/locations,1,https://pahmanagement.com/
Gibson Hotel Management,Knoxville,Tennessee,https://www.hospitalityonline.com/mghm/locations,9,http://www.mgibsonhotels.com
Pika Hotel Group,Friendswood,Texas,https://www.hospitalityonline.com/pika-hotel-group/locations,5,http://pikahotels.com
S&L Hospitality,Verona,Wisconsin,https://www.hospitalityonline.com/sl-hospitality/locations,10,http://www.slhosp.com
Hegg Hospitality,Sioux Falls,South Dakota,https://www.hospitalityonline.com/hegg/locations,9,http://www.hegghospitality.com
"3H Group Hotels, Inc.",Chattanooga,Tennessee,https://www.hospitalityonline.com/3h-group-hotels/locations,15,https://3h.group/3h-portfolio/hospitality/
Ocean House Management,Westerly,Rhode Island,https://www.hospitalityonline.com/ocean-house-weekapaug-inn/locations,3,http://www.ohmcollection.com
Welk Resorts,San Marcos,California,https://www.hospitalityonline.com/welk-resorts/locations,7,http://welkresorts.com
"Hart Hotels, Inc.",Buffalo,New York,https://www.hospitalityonline.com/hart-hotels/locations,17,http://www.harthotels.com
Plamondon Hospitality Partners,Frederick,Maryland,https://www.hospitalityonline.com/plamondon/locations,6,http://www.plamondonhospitalitypartners.com/
"Sree Hotels, LLC",Charlotte,North Carolina,https://www.hospitalityonline.com/sree-hotels/locations,15,http://www.sree.com
"Prime Hospitality Services, LLC",Bakersfield,California,https://www.hospitalityonline.com/employers/254281/locations,3,http://primehospitalityservices.com/
"Lincoln Hospitality Management, LLC",Atlanta,Georgia,https://www.hospitalityonline.com/lincoln-hospitality-management-llc/locations,3,http://www.lincolnhospitalitymgmt.com/
Franchise Concepts Unlimited,Rogers,Minnesota,https://www.hospitalityonline.com/franchise-concepts-unlimited/locations,1,http://www.hierogers.com
Brittain Resorts & Hotels,Myrtle Beach,South Carolina,https://www.hospitalityonline.com/brittain-resorts/locations,19,http://brittainresorts.com
"Signature, Inc",Dublin,Ohio,https://www.hospitalityonline.com/signature-inc/locations,3,http://www.signatureworldwide.com
Hyatt Vacation Ownership,Saint Petersburg,Florida,https://www.hospitalityonline.com/hyatt-vacation-ownership/locations,17,http://www.hyattresidenceclub.com
"Select Restaurants, Inc.",Beachwood,Ohio,https://www.hospitalityonline.com/select-restaurants/locations,13,http://selectrestaurants.com
WNW Hospitality,Woodbury,New York,https://www.hospitalityonline.com/wnw-hospitality/locations,17,http://www.wnwmanagement.com
Epic Hospitality,Covington,Louisiana,https://www.hospitalityonline.com/epic-hospitality/locations,3,https://epichospitality.net/index.html
Economos Properties,Boca Raton,Florida,https://www.hospitalityonline.com/economos/locations,7,http://www.economosproperties.com
Portfolio Hotels & Resorts,Westmont,Illinois,https://www.hospitalityonline.com/portfolio-hotels-resorts/locations,16,https://www.portfoliohotels2.com
Oliver Companies,Duluth,Minnesota,https://www.hospitalityonline.com/olivercompanies/locations,18,https://www.olivercompanies.com
Beacon Investment Management Group,Charlotte,North Carolina,https://www.hospitalityonline.com/beacon/locations,4,http://www.beaconimg.com/
LHR Hospitality Management,Eagan,Minnesota,https://www.hospitalityonline.com/lhr-hospitality/locations,9,http://www.lhrhospitality.com
"Summit Hospitality Group, LTD",Raleigh,North Carolina,https://www.hospitalityonline.com/summit-hospitality-group/locations,17,http://www.summithospitality.com
Bonaventure Senior Living,Salem,Oregon,https://www.hospitalityonline.com/bonaventure-senior-living/locations,2,https://bonaventuresenior.com/
